WWi10,1975.00 ,D:Wiard,PN:Fred Weintraub,St:Warners,\Tcol,"West,BioP",H,West,,|,,,,,,,,,,,,,
xDB,1975.00 ,D:deBosio,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
xDB1,1975.00 ,D:deBosio,PN:,SU:,prc,CTxx,aw,lc,,|,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"1976: Interesting Movies, after 1976",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ARu,1976.00 ,D:Rudolph,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
ARu4,1976.00 ,D:Rudolph,P:Altman,SU:,,Comd,,,|,,,,,,,,,,,,,,
ARu10,1984.00 ,D:Rudolph,PN:,SU:,,Romt,,,W(Rudolph) M(Teddy Prendergrass),|,,,,,,,,,,,,,
ARu20,1989.00 ,D:Rudolph,PN:,SU:,,"Susp,Romt",,"Portland, OR",M(: Blue Danube),|,,,,,,,,,,,,,
ARu28,1997.00 ,D:Rudolph,P:Robert Altaman,S:Sony,col,Ront,aw,"Montreal, Canada",M(Mark Isham) R(R),|,,,,,,,,,,,,,
BaK,1976.00 ,D:Kopple,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
BaK1,1976.00 ,D:Kopple,PN:,SU:,,Docu,,"mines, KE; T(1973)",|,,,,,,,,,,,,,,
BaK20,1992.00 ,D:Kopple,PN:,SU:,,Docu,,"meatpacking plant, MN; T(1983)",|,,,,,,,,,,,,,,
BeG,1976.00 ,D:Gordy,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
BeG10,1976.00 ,D:Gordy,"PN:R.Cohen, Jack Ballard",St:Paramount,col,Comd,H,lc,R(PG) M(Michael Masser; AAN),|,,,,,,,,,,,,,
BBa,1976.00 ,D:B.Barreto,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
BBa1,1976.00 ,D:B.Barreto,PN:L.C. Barreto,St:Carnaval,\Ecol,"Comd,Romt,Porn",H,"town, Brazil",Seen(1980),|,,,,,,,,,,,,,
BBa5,1998.00 ,D:B.Barreto,PU:,SU:,prc,CnR,,lc,,|,,,,,,,,,,,,,
BrB,1976.00 ,D:Beresford,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
BRB3,1976.00 ,D:Beresford,PN:,St:Double,\Ecol,Dram,H*,lc,,|,,,,,,,,,,,,,
BrB5,1979.00 ,D:Beresford,PN:Matthew Carroll,St:South African Film Corp.,\Ecol,"Dram,Actn",H*,"S.A.,; T(1870)","R(PG) B(Kenneth G. Ross) W(Jonathan Hardy, Beresford, David Stevens ; AAN) C(Donald~McAlpine)",|,,,,,,,,,,,,,
BRB7,1980.00 ,D:Beresford,PN:Phillip Adams,"St:Southern Cross, AFC",\Ecol,Romt,H**,"Melbourne, Australia",R(PG),|,,,,,,,,,,,,,
BrB10,1983.00 ,D:Beresford,"PN:Horton Foote, Robert Duvall",St:EMI,\Mlab,Dram,"AAN, AAN dir, H*",,W(Horton Foote; AA) M(George Dreyfus; AAN) R(PG),|,,,,,,,,,,,,,
BrB15,1985.00 ,D:Beresford,PN:,SU:,prc,Ctxx,aw,lc,"R(NR) W(Bruce Beresford, Barry Humphries)",|,,,,,,,,,,,,,
BrB20,1989.00 ,D:Beresford,"PN:D.Brown, R.Zanuck, L.F.Zanuck",SU:,col,Romt,AA,"Atlanta, GA",B(Alfred Uhry) W(Alfred Uhry; AA) Cost(7.5M),|,,,,,,,,,,,,,
BrB21,1991.00 ,D:Beresford,PN:,SU:,col,Romt,,West Africa,B(Joyce Cary) W(William Boyd),|,,,,,,,,,,,,,
BrB22,1991.00 ,D:Beresford,PN:,SU:,col,Dram,,"csd, Canada; T(1600)",W(B(Brian Moore)),|,,,,,,,,,,,,,
BrB25,1994.00 ,D:Beresford,PN:,SU:,col,Ctxx,aw,lc,,|,,,,,,,,,,,,,
BrB27,1996.00 ,D:Beresford,PU:,SU:,col,Dram,aw,,,|,,,,,,,,,,,,,
BuR,1976.00 ,D:B.Reynolds,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
BuR10,1976.00 ,D:B.Reynolds,PN:,SU:,prc,CTxx,aw,lc,R(PG),|,,,,,,,,,,,,,
BuR14,1978.00 ,D:B.Reynolds,PN:,SU:,prc,CTxx,aw,lc,R(PG),|,,,,,,,,,,,,,
BuR20,1981.00 ,D:B.Reynolds,PN:,SU:,prc,CTxx,aw,lc,R(R),|,,,,,,,,,,,,,
BuR25,1992.00 ,D:B.Reynolds,PN:,SU:,prc,CnR,aw,lc,Er(D),|,,,,,,,,,,,,,
CGo,1976.00 ,D:Goretta,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
CGo10,1976.00 ,D:Goretta,PN:,SU:,prc,Comd,aw,"furniture factory, Switzerland",W(Goretta),|,,,,,,,,,,,,,
CGr,1976.00 ,D:C.Griffith,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
CGr10,1976.00 ,D:C.Griffith,PN:Jon Davison,St:NWP,prc,Actn,CG***,"town, CA",R(PG),W(C.Griffith) Cost(300K) Inc(6M),|,,,,,,,,,,,,
CkB,1976.00 ,D:Bail,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
CkB10,1976.00 ,D:Bail,PN:DFasvid Barber,St:Columbia,\Tcol,Actn,H,"roads, USA",R(PG),|,,,,,,,,,,,,,
ChL,1976.00 ,D:Lane,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
ChL1,1976.00 ,D:Lane,PN:,SU:,bws,Dram,,,Le(36min),|,,,,,,,,,,,,,
ChL2,1989.00 ,D:Lane,PN:,"St:, SD:Island Pictures",bnw,"Comd,Dram",Cannes Prix de Public,,R(R),|,,,,,,,,,,,,,
ClM,1976.00 ,D:C.Miller,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
ClM10,1976.00 ,D:C.Miller,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
ClM12,1977.00 ,D:C.Miller,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
ClM30,1989.00 ,D:C.Miller,PN:,SU:,,Romt,,,"W(Truffaut, Claude deGivray) Lang(\Fr)",|,,,,,,,,,,,,,
ClM40,1993.00 ,D:C.Miller,PN:,SU:,,Dram,,"Paris, France; T(1943)",Lang(\Fr),|,,,,,,,,,,,,,
DnD,1976.00 ,D:Duval,prds,st,p,ct,aw,lc,nt,|,,,,,,,,,,,,,
DnD10,1976.00 ,D:Duval,PU:,SU:,prc,Dram,,,,|,,,,,,,,,,,,,
FDL,1976.00 ,D:DiLeo,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
FDL10,1976.00 ,D:DiLeo,PN:,SU:,prc,Ctxx,aw,lc,Er(1976?),|,,,,,,,,,,,,,
FDL15,1978.00 ,D:Dileo,PN:,SU:,prc,Ctxx,aw,lc,R(R),|,,,,,,,,,,,,,
FDL20,1980.00 ,D:DiLeo,PN:,SU:,prc,CTxx,aw,lc,Er(19xx?),|,,,,,,,,,,,,,
GeB,1976.00 ,D:G.Butler,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
GeB3,1976.00 ,D:G.Butler,PN:,SU:,,Docu,aw,"body-building exhibitions, USA",CoD(Robert Fiore),|,,,,,,,,,,,,,
GeB10,1989.00 ,D:G.Butler,PN:,SU:,,Docu,,"csd, Tanzania; T(1909,1986)",|,,,,,,,,,,,,,,
GeO,1976.00 ,D:OHara,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
GeO10,1979.00 ,D:OHara,PN:Brent Walker,SL:\GB,col,Advt,H,"London, Emgland",R(R),|,,,,,,,,,,,,,
HGr,1976.00 ,D:Gardner,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
HGr5,1976.00 ,D:Gardner,PN:,SU:,prc,CTxx,,"NYC, NY",W(Gardner) CoD(Berry),|,,,,,,,,,,,,,
IFy,1976.00 ,D:J.Flynn,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
IFy10,1976.00 ,D:J.Flynn,PN:,SU:,col,Actn,,"town, Midwest",R(R) W(Schrader),|,,,,,,,,,,,,,
IFy20,1980.00 ,D:J.Flynn,PN:,St:AIP,\Mlab,Actn,H,,R(PG),|,,,,,,,,,,,,,
IFy30,1985.00 ,D:J.Flynn,PN:,SU:,col,Ctxx,,,Er(19xx),|,,,,,,,,,,,,,
IFy40,1994.00 ,D:J.Flynn,PN:,SU:,col,Actn,,,R(R),|,,,,,,,,,,,,,
ILn,1976.00 ,D:J.Leone,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
ILn10,1976.00 ,D:J.Leone,PN:Allan F. Bodon,St:Marvista,col,Advt,H,"csd, USA",R(PG),|,,,,,,,,,,,,,
JFg,1976.00 ,D:Fargo,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
JFg10,1976.00 ,D:Fargo,PN:Robert Daley,St:Warners,\DeLuxe,,H,,"Ser(Dirty Harry, 3) R(R)",|,,,,,,,,,,,,,
JFg20,1982.00 ,D:Fargo,PN:,SU:,,Actn,CG**,Hong Kong,R(R) Er(Fargo),|,,,,,,,,,,,,,
JHj,1976.00 ,D:Houck,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
JHj10,1976.00 ,D:Houck,PN:,SU:,prc,CTxx,aw,lc,R(PG) W(Jim McCullough~jr.),|,,,,,,,,,,,,,
JoD,1976.00 ,D:Dante,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
JoD5,1976.00 ,D:Dante,"P:Jon Davison, Corman",St:NewWorld,prc,"Porn,Comd",CG**,"Hollywood, CA",R(R) Nt(shots from other Corman movies) CoD(Allan Arkush) Cost(80K),|,,,,,,,,,,,,,
JoD9,1978.00 ,D:Dante,PN:Jon Davidson,St:NewWorld,prc,Horr,,,W(Sayles) R(R),|,,,,,,,,,,,,,
JoD11,1980.00 ,D:Dante,PN:Ron Bottin,St:AVCO Embassy,\CFcol,Horr,,,R(R),|,,,,,,,,,,,,,
JoD15,1985.00 ,D:Dante,PU:,SU:,col,"Comd, ScFi",,,Er(19xx),|,,,,,,,,,,,,,
JoD20,1987.00 ,D:Dante,P:Michael Finnel,SU:,,Fant,,,R(PG) Inc(13.7M),V(H.Jessup; AA),|,,,,,,,,,,,,
JoD26,1989.00 ,D:Dante,PN:,St:Universal,col,Comd,aw,"suburb, East",,|,,,,,,,,,,,,,
JoD30,1990.00 ,D:Dante,"P:Spielberg, Miska Finnel,",St:Warners,\Tcol,Comd,,"office tower, Manhattan, NYC, NY",W(Charlie Hass) M(Jerry Goldsmith) CoD(Chuck Jones) Seen(24Jul1990),|,,,,,,,,,,,,,
JoD34,1993.00 ,D:Dante,PN:Michael Finnell,St:Universal,col,Comd,aw,"Key West, FL; T(1962)",M(Jerry Goldsmith) R(PG),|,,,,,,,,,,,,,
JoD40,1998.00 ,D:Dante,PU:,SU:,prc,"Cart, Advt",,lc,,|,,,,,,,,,,,,,
JsF,1976.00 ,D:Frawley,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
JsF10,1976.00 ,D:Frawley,"PN:Fred Freeman, Lawrence J. Cohen",St:Paramount,\Mlab,Comd,H,,R(PG),|,,,,,,,,,,,,,
JsF20,1986.00 ,D:Frawley,"PN:Robert Halmas~jr., Pat Henson",SU:,col,Comd,,"United Nations, NYC, NY","W(Ed Self) Er(19xx, P)",|,,,,,,,,,,,,,
LIC,1976.00 ,D:Carlino,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
LIC10,1976.00 ,D:Carlino,PN:Martin Poll,St:AVCO,\Tcol,Porn,H,,R(R),|,,,,,,,,,,,,,
LIC20,1980.00 ,D:Carlino,PN:Bing Crosby,"St:Warners, Orion",\Tcol,Dram,H*,airplanes; town,R(PG),|,,,,,,,,,,,,,
LIC30,1983.00 ,D:Carlino,P:Ransohoff,St:Orion,\Tcol,Dram,H,,R(R),|,,,,,,,,,,,,,
LIC40,1993.00 ,D:Carlino,P:Quimby,St:MGM,col,Ctxx,,,Er(D),|,,,,,,,,,,,,,
KSh,1976.00 ,D:Shah,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
KSh10,1976.00 ,D:Shah,PN:,SU:,col,Dram,CG**,lc,R(R) B(Joseph A. Walker),|,,,,,,,,,,,,,
MAk,1976.00 ,D:Akkad,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
MAk10,1976.00 ,D:Akkad,PN:,SU:,,BioP,,Arabia,|,,,,,,,,,,,,,,
MLH,1976.00 ,D:LindsayHogg,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
MLH5,1976.00 ,D:LindsayHogg,PN:Robert Enders,"St:Brut,Bowden",\Tcol,Comd,H*,"nunnery, USA",Nt(reflects on Watergate),|,,,,,,,,,,,,,
MLH10,1980.00 ,D:LindsayHogg,PN:,St:Consolidated,col,Noir,aw,"Geneva, Switzerland",Er(19xx),|,,,,,,,,,,,,,
MLH20,1991.00 ,D:LindsayHogg,PN:,SU:,col,Romt,aw,"hotel, London, England",C(J.Laszlo),|,,,,,,,,,,,,,
MLn,1976.00 ,D:M.Landon,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
MLn10,1976.00 ,D:M.Landon,PN:M.Landon,SU:,TV,CTxx,aw,,lc,,|,,,,,,,,,,,,
MLu,1976.00 ,D:Lucidi,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
MLu10,1976.00 ,D:Lucidi,PN:,SU:,col,Actn,CG**,"SFO, CA",R(R),|,,,,,,,,,,,,,
MMi,1976.00 ,D:M.Miller,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
MMi10,1976.00 ,D:M.Miller,P:Corman,"St:U.A., NWP",\Mcol,Actn,H,"jail,AL",R(R),|,,,,,,,,,,,,,
MMi20,1982.00 ,D:M.Miller,PN:,SU:,prc,CTxx,aw,lc,R(R) W(Joseph Fraley),|,,,,,,,,,,,,,
MMi21,1982.00 ,D:M.Miller,PN:Marty Simmons,St:ABC,\Mcol,Comd,H,"Lizzie Borden, high school, USA",R(R) W(J.Hughes) Ser(National Lampoon; 2),|,,,,,,,,,,,,,
MSz,1976.00 ,D:Schultz,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
MSz8,1976.00 ,D:Schultz,PN:,SU:,prc,CTxx,aw,lc,R(PG),|,,,,,,,,,,,,,
MSz10,1977.00 ,D:Schultz,PN:,SU:,col,Comd,CG*,lc,R(R),|,,,,,,,,,,,,,
MSz11,1977.00 ,D:Schultz,PN:Hannah Weinstein,St:Third World,\Mlab,BioP,H,"csd, VA",R(PG),|,,,,,,,,,,,,,
MSz15,1981.00 ,D:Schultz,PN:,SU:,prc,CTxx,aw,lc,R(PG),|,,,,,,,,,,,,,
MSz25,1991.00 ,D:Schultz,PN:,SU:,prc,Comd,aw,lc,,|,,,,,,,,,,,,,
MxB,1976.00 ,D:Baer,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
MxB10,1976.00 ,D:Baer,PN:,SU:,,Dram,CG**,MS,R(PG),|,,,,,,,,,,,,,
NiG,1976.00 ,D:Gessner,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
NiG10,1976.00 ,D:Gessner,PN:,SU:,prc,CTxx,aw,lc,R(PG),|,,,,,,,,,,,,,
NiG20,1983.00 ,D:Gessner,PN:,SU:,prc,CTxx,aw,lc,R(R),|,,,,,,,,,,,,,
PSy,1976.00 ,D:Sykes,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
PSy10,1976.00 ,D:Sykes,PN:,SU:,prc,CTxx,aw,lc,B(Dennis Wheatley),|,,,,,,,,,,,,,
RbM,1976.00 ,D:R.Moore,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
RbM1,1976.00 ,D:R.Moore,P:Ray~Stark,St:MGM,\Mcol,"Susp, Comd",H*,mansion,W(N.Simon) R(PG),|,,,,,,,,,,,,,
RbM10,1979.00 ,D:R.Moore,PN:Margaret Booth,St:Columbia,\Mcol,Dram,H*,,R(PG) W(N.Simon),|,,,,,,,,,,,,,
RHf,1976.00 ,D:Heffron,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
RHf10,1976.00 ,D:Heffron,"PN:James T. Aubrey~jr., Paul Lazurus~III",St:AIP,\Mcol,"Fant, Susp",H*,factory,R(PG),|,,,,,,,,,,,,,
RHf20,1982.00 ,D:Heffron,PN:Robert Solo,St:American Cinema,col,Actn,H,lc,R(R) B(Mickey Spillane) Er(Dir: Richard t. Heffron?),|,,,,,,,,,,,,,
RHo,1976.00 ,D:R.Howard,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
RHo1,1976.00 ,D:R.Howard,P:Corman,St:NWP,col,Actn,,lc,,|,,,,,,,,,,,,,
RHo5,1982.00 ,D:R.Howard,PN:Brian Glazer,St:Warners,\Tcol,Comd,H,"orgue, NYC, NY",R(R) Seen(15May1993),|,,,,,,,,,,,,,
RHo10,1984.00 ,D:R.Howard,PN:Brian Grazer,St:Touchstone-Disney,\Tcol,Romt,"F17,H*","NYC, NY",Seen(1985),|,,,,,,,,,,,,,
RHo12,1985.00 ,D:R.Howard,"PN:R.Zanuck, D.Brown, Lili Zanuck",St:Fox,\DeLuxe,"Romt,ScFi",H**,FL,V(Ken Ralston) Seen(1986),|,,,,,,,,,,,,,
RHo14,1986.00 ,D:R.Howard,PN:,SU:,col,Comd,,"factory, PA",,|,,,,,,,,,,,,,
RHo15,1987.00 ,D:R.Howard,P:G.Lucas,SU:,col,Fant,,,Er(1987?) VT(N:FA3),|,,,,,,,,,,,,,
RHo17,1988.00 ,D:R.Howard,PN:,SU:,col,Romt,,Fl,VT() Er(R.Howard D?),|,,,,,,,,,,,,,
RHo20,1989.00 ,D:R.Howard,PN:Brian Grazer,St:Universal,col,Comd,,,,"W(Lowell Ganz, Babaloo Mandel)",|,,,,,,,,,,,,
RHo22,1991.00 ,D:R.Howard,PN:,St:Universal,col,Actn,,,,|,,,,,,,,,,,,,
RHo24,1992.00 ,D:R.Howard,PN:,SU:,col,Fant,,"Ireland; slums, Boston, MA; OK; T(1890)",,|,,,,,,,,,,,,,
RHo27,1994.00 ,D:R.Howard,PN:,SU:,col,Fant,,"newspaper, NYC, NY","W(David Koepp, Stephen Koepp)",|,,,,,,,,,,,,,
RHo29,1995.00 ,D:R.Howard,P:Brian Grazer,S:Universal,col,"BioP, Hist, Advt",AAN,space; T(april 1970),R(PG) V(AA) Seen(27Nov1995),|,,,,,,,,,,,,,
RHo31,1996.00 ,D:R.Howard,PU:,S: Touchstone,col,Susp,aw,,,|,,,,,,,,,,,,,
RHo34,1999.00 ,D:R.Howard,"PN:Brian Grazer, Howard",St:Universal,prc,Comd,,"SF, CA","W(Lowell Ganz, Babaloo Mendel)",|,,,,,,,,,,,,,
RMr,1976.00 ,D:Montero,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
RMr10,1976.00 ,D:Montero,P:Mishkin,SU:,prc,porn,,lc,R(X),|,,,,,,,,,,,,,
SOS,1976.00 ,D:OSteen,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
SOS10,1976.00 ,D:OSteen,PN:,SU:,prc,"Musc,BioP",-H,lc,W(Joel Schumacher) M(Curtis Mayfield),|,,,,,,,,,,,,,
SRf,1976.00 ,D:Raffill,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
SRf10,1976.00 ,D:Raffill,PN:,SU:,prc,Advt,aw,lc,R(G),|,,,,,,,,,,,,,
SRf20,1984.00 ,D:Raffill,PN:,SU:,prc,CTxx,aw,lc,R(PG),|,,,,,,,,,,,,,
SRf21,1984.00 ,D:Rafill,"PN:Joel B. Michaels, Douglas Curtis",St:New World,\CFcol,ScFi,H*,"destroyer, ocean; T(1943)",R(PG),|,,,,,,,,,,,,,
TKo,1976.00 ,D:Kotcheff,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
TKo10,1976.00 ,D:Kotcheff,PN:,SU:,prc,CTxx,aw,"LA, CA","R(PG) W(David Giller, Jerry Belson, Mordecai Richler)",|,,,,,,,,,,,,,
TKo15,1979.00 ,D:Kotcheff,PN:Frank Yablans,St:Paramount,\Mcol,Dram,H,"football fields, USA",R(R) B(Peter Gent),|,,,,,,,,,,,,,
TKo19,1982.00 ,D:Kotcheff,PN:,SU:,col,Dram,CG**,lc,R(R),|,,,,,,,,,,,,,
TKo20,1982.00 ,D:Kotcheff,PN:Buzz Feitshans,St:Carolco,\Tcol,Actn,H,"town, CA","W(Michael Kazall, William Sackheim, Sylvester Stallone) C(A.Laszlo) M(Jerry Goldsmith) FimedAt(Hope, BC) Ser(Rambo; 1)",|,,,,,,,,,,,,,
TKo22,1983.00 ,D:Kotcheff,"PN:John Milius, Buzz Feitshans",St:Paramount,\Mlab,Actn,H,Vietnam,,|,,,,,,,,,,,,,
WGi,1976.00 ,D:Girdler,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
WGi5,1976.00 ,D:Girdler,"PN:David Sheldon, Hasrvey Flaxman",St:Film Ventures international,\Mlab \AO,Horr,H,,R(PG),|,,,,,,,,,,,,,
WGi10,1977.00 ,D:Girdler,PN:Edward L. Montero,St:Film Ventures Int.,\DeLuxe,Horr,H,,R(PG),|,,,,,,,,,,,,,
WGi15,1978.00 ,D:Girdler,PN:Melvin Simon,SU:,\CFcol,Horr,H,lc,R(PG),|,,,,,,,,,,,,,
WiW,1976.00 ,D:Wenders,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
WiW1,1976.00 ,D:Wenders,PN:,SL:FRG,,,[4],,|,,,,,,,,,,,,,,
WiW2,1977.00 ,D:Wenders,PN:,SL:US,,,[4],Er(19xx),|,,,,,,,,,,,,,,
WiW4,1977.00 ,D:Wenders,PN:,SL:US,,,[4],B(Patricia Highsmith),|,,,,,,,,,,,,,,
WiW9,1982.00 ,D:Wenders,P:Coppola,"St:Orion, Zoetrope",\Tcol,Susp,H*,,"B(Joe Gores) Nt(Started in 1971 V(Sylvia Miles, Brian Keith))",|,,,,,,,,,,,,,
WiW12,1984.00 ,D:Wenders,"PN:Don Guest, Anatole Dauman",St:road Movies SL:US,col,Susp,"H**, BFA dir, [10]",TX,W(Sam Sheppard),|,,,,,,,,,,,,,
WiW20,1988.00 ,D:Wenders,PN:,St:Miramax,,Fant,T90,"Berlin, Germany; T(1940,1950)","W(Wenders, Handke) R(PG13) Alt(T:Der Himmel \""Uber Berlin; Germany)",|,,,,,,,,,,,,,
WiW25,1992.00 ,D:Wenders,PN:,SU:,,Fant,,"Italy, France, Portugal, Germany, USA, Japan, Australia, Russia, China","W(Wenders, Solveig Dommartin) Cost(23M)",|,,,,,,,,,,,,,
WiW27,1997.00 ,D:Wenders,PU:,SU:,col,CnR,aw,"L.A., CA; Mexico",W(Nicholas Klein),|,,,,,,,,,,,,,
WiW29,1998.00 ,DN:Brad Silberling,"PN:Dawn Steel, Arnon Milchan",S:Warners,prc,Dram,,"L.A., CA; Lake Tahoe, CA",Seen(21Aug1998) Er fixD) W(dAna Steenis) Rmk WW,|,,,,,,,,,,,,,
Z34,1976.00 ,D:Unknown34,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
Z3410,1976.00 ,D:Unknown34,PN:,SU:,prc,BioP,aw,Pacific; T(1937),,|,,,,,,,,,,,,,
Z3411,1981.00 ,D:Unknown34,PN:,SU:,prc,Docu,aw,"Los Alomos, NM; T(1944)",Er(same D),|,,,,,,,,,,,,,
Z3412,1980.00 ,D:Unknown34,PN:,SU:,prc,Docu,aw,Pacific; T(1945),Er(same D),|,,,,,,,,,,,,,
Z3414,1986.00 ,D:Unknown34,PN:,SU:,prc,Docu,aw,USA; T(1943),Er(same D),|,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"1977: Interesting Movies, after 1977",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
AGr,1977.00 ,D:Grasshoff,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
AGr10,1977.00 ,D:Grasshoff,"PN:Arthur Rankin~jr., Jules Bass",SL:Japan,TV,ScFi,aw,North Pole,CoD(Tom Kotani),|,,,,,,,,,,,,,
AsL,1977.00 ,D:A.Lazarus,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
AsL10,1977.00 ,D:A.Lazarus,PN:Milton Okun,St:Film Trust,col,Actn,H,ship,R(PG),|,,,,,,,,,,,,,
ASo,1977.00 ,D:Sole,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
ASo1,1977.00 ,D:Sole,PN:,SU:,prc,Ctxx,aw,lc,"R(R) W(Rosemary Ritvo, Alfred Sole)",|,,,,,,,,,,,,,
CBt,1977.00 ,D:Burnett,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
CBt3,1977.00 ,D:Burnett,PU:,SU:,col,Dram,aw,"Watts L.A., CA",,|,,,,,,,,,,,,,
CBt10,1990.00 ,D:Burnett,"PN:, Danny Glover",SU:,prc,Comd,aw,"LA, CA",W(Burnett)),|,,,,,,,,,,,,,
CBt15,1997.00 ,D:Burnett,PU:,SU:,col,CTxx,aw,"plantation, South",B(Gary Paulsen} W(Bill Cain),|,,,,,,,,,,,,,
CSr,1977.00 ,D:Saura,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
CSr4,1977.00 ,D:Saura,PN:,SU:,prc,,aw,,,|,,,,,,,,,,,,,
CSr5,1977.00 ,D:Saura,PN:,SU:,prc,,aw,"Madrid, Spain",W(Saura),|,,,,,,,,,,,,,
CSr7,1981.00 ,D:Saura,PN:,SU:,Dram,,aw,,,|,,,,,,,,,,,,,
CSr8,1981.00 ,D:Saura,PN:,SU:,prc,Musc,aw,,G(Antonio Gades) B(Federico Garcia Lorca),|,,,,,,,,,,,,,
CSr10,1983.00 ,D:Saura,PN:Emiliano Piedra,"St:Television Espanola, Orion",\Ecol,Musc,H**,"studio, Madrid, Spain","C(Antonio Gades) Er(G?) W(Saura, Antonio Gades) B(Prosper Merrimee) M(Bizet, flamenco) Seen(21Mar1992) Lang(\Sp)",|,,,,,,,,,,,,,
CSr15,1986.00 ,D:Saura,PN:,SU:,col,Musc,aw,"shantytown, Granada, Spain",G(Antonio Gades) M(deFalla),|,,,,,,,,,,,,,
CSr20,1989.00 ,D:Saura,PN:,SU:,,Dram,aw,lc,,|,,,,,,,,,,,,,
CSr25,1991.00 ,D:Saura,PN:,SU:,prc,,aw,"Madrid, Spain",W(Saura),|,,,,,,,,,,,,,
CSr30,1998.00 ,D:Saura,PU:,SU:,prc,Ctxx,,lc,,|,,,,,,,,,,,,,
EMt,1977.00 ,D:Matalon,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
